,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
410,World’s First Solar Car Goes into Production – a 4 Passenger EV That Can Run on the Sun https://t.co/QHjCPcKmRf,world s first solar car goes into production   a 4 passenger ev that can run on the sun  ,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
411,TEAM NEWS: The next-generation IPG5 800V silicon carbide inverter from @McLarenApplied will be supplied to #hybrid… https://t.co/265421W164,team news  the next generation ipg5 800v silicon carbide inverter from   will be supplied to  hybrid   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
412,@RoadandTrack This is also an important point because enthusiasts will often decry power steering especially if it… https://t.co/iKhcIMDgR9,  this is also an important point because enthusiasts will often decry power steering especially if it   ,0.2,1.0,positive,0.0,0.769,0.231,0.4939
415,"@FoxNews The day j. Kerry gives up traveling on private jets, drives an electric car, and gets rid of his monstrous… https://t.co/AComt6V4bH",  the day j  kerry gives up traveling on private jets  drives an electric car  and gets rid of his monstrous   ,0.0,0.375,neutral,0.0,1.0,0.0,0.0
416,"@FoxNews Well, sell your jets, buy an electric car and move into the same type of house the rest of us live in. What a pompous P.O.S.",  well  sell your jets  buy an electric car and move into the same type of house the rest of us live in  what a pompous p o s ,0.06818181818181818,0.3125,positive,0.0,0.916,0.084,0.2732
421,"RT @BBC_TopGear: The Hyundai Ioniq 6 will start at £46,745 in the UK. Prices announced for Hyundai’s swoopy streamliner - AWD versions will…", the hyundai ioniq 6 will start at  46 745 in the uk  prices announced for hyundai s swoopy streamliner   awd versions will ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
422,"Add up the cost of your heating and electric for a month - add your weekly food shop, then add take aways and dinin… https://t.co/HlT8ainw1E",add up the cost of your heating and electric for a month   add your weekly food shop  then add take aways and dinin   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
424,"@ByeonChansoo @Teslarati @WholeMarsBlog @elonmusk @alex_avoigt I love what Porsche has done with the Taycan, but Ge… https://t.co/rogV10q7AH",          avoigt i love what porsche has done with the taycan  but ge   ,0.5,0.6,positive,0.0,0.794,0.206,0.3818
426,Electric vs petrol car – which is REALLY cheaper?? https://t.co/bYGdMv6kAg,electric vs petrol car   which is really cheaper    ,0.2,0.2,neutral,0.0,1.0,0.0,0.0
427,"IONIQ6

Awaken Your World with #IONIQ6

Learn more &gt;&gt;  https://t.co/ddS8T5s2tq  

#MacklinMotors #IONIQ6 https://t.co/YRf3PeCsVF",ioniq6  awaken your world with  ioniq6  learn more  gt  gt         macklinmotors  ioniq6  ,0.5,0.5,positive,0.0,0.676,0.324,0.584
428,"IONIQ6

Awaken Your World with #IONIQ6

Learn more &gt; https://t.co/QHuUTjUYKO 

#BristolStreetMotors #IONIQ6 https://t.co/RFIpnoOclz",ioniq6  awaken your world with  ioniq6  learn more  gt       bristolstreetmotors  ioniq6  ,0.5,0.5,positive,0.0,0.807,0.193,0.3384
429,"RT @clareanneath: For those who didn’t see it, @foxandfriends this morning featured our very own WV State Senator Randy Smith!

An electric…", for those who didn t see it    this morning featured our very own wv state senator randy smith   an electric ,0.78,1.0,neutral,0.0,1.0,0.0,0.0
430,"RT @TheSecretFF999: Are people listening yet? 

One of the UK’s busiest roads closed for over 7 hours, after 7 electric vehicles become inv…", are people listening yet    one of the uk s busiest roads closed for over 7 hours  after 7 electric vehicles become inv ,-0.1,0.1,neutral,0.0,1.0,0.0,0.0
431,markets: RT @BloombergTV: Tesla will suspend output in stages at its Shanghai electric car factory from the end of… https://t.co/3qkoaM3OXJ,markets   tesla will suspend output in stages at its shanghai electric car factory from the end of   ,0.0,0.0,negative,0.126,0.874,0.0,-0.3182
432,"#Tech #NewsFlash 12/09
UAW wins key vote to represent Ohio electric car battery factory
https://t.co/Jw67wmyGA4
#Technology #Bot #News", tech  newsflash 12 09 uaw wins key vote to represent ohio electric car battery factory    technology  bot  news,0.15,0.6,positive,0.0,0.821,0.179,0.5719
433,"RT @Bentler: 4 Reasons You Should Buy an Electric Car in 2023
#Climate #EV #Cars
https://t.co/HTzdrh55jK", 4 reasons you should buy an electric car in 2023  climate  ev  cars  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
434,@POTUS I was hoping that electric car for gas car exchange the price would be a hardship,  i was hoping that electric car for gas car exchange the price would be a hardship,0.0,0.0,positive,0.135,0.702,0.164,0.128
437,@rob09551954 @Rob_Kimbell that could be done with any modern car whether it is electric or gas.,    kimbell that could be done with any modern car whether it is electric or gas ,0.2,0.3,neutral,0.0,1.0,0.0,0.0
438,UAW wins key vote to represent Ohio electric car battery factory - https://t.co/7AQf2Pfwf8 https://t.co/VwkH9wSBIj,uaw wins key vote to represent ohio electric car battery factory      ,0.15,0.6,positive,0.0,0.73,0.27,0.5719
440,@MaximeBernier Whatever the climate is doing it would still be a good backup plan to develop other energy sources w… https://t.co/MipjmC0O5e,  whatever the climate is doing it would still be a good backup plan to develop other energy sources w   ,0.2875,0.48750000000000004,positive,0.0,0.75,0.25,0.6124
441,niggas commenting on how an electric car ain’t built ford tough 😂😂😂 https://t.co/YSpS82vIji,niggas commenting on how an electric car ain t built ford tough      ,-0.3888888888888889,0.8333333333333334,negative,0.302,0.698,0.0,-0.4404
442,"Squad Mobility prices solar car at $6,250 
 
 Source: https://t.co/UNAUJCjc3Z 
 #r&amp;d, #vehicles, #technology,… https://t.co/LxmJmYtbGQ",squad mobility prices solar car at  6 250     source       r amp d   vehicles   technology    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
443,"RT @Cate_Lawrence: Is it a car? Is it a motorbike? No, it’s an autocycle! https://t.co/BMpRdVpfmy #autocycle #mobility #eliomotors #aptera…", is it a car  is it a motorbike  no  it s an autocycle     autocycle  mobility  eliomotors  aptera ,0.0,0.0,negative,0.145,0.855,0.0,-0.296
446,@JackPosobiec That does not look like an electric car....but I would electrocute myself if I had to even walk withi… https://t.co/KBsx0mhXZA,  that does not look like an electric car    but i would electrocute myself if i had to even walk withi   ,0.0,0.0,negative,0.084,0.916,0.0,-0.1419
448,RT @rameshp07577662: Our Tesla Y model autopilot Electric  car Kansas USA https://t.co/f4sZDNe2uX, our tesla y model autopilot electric  car kansas usa  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
449,Passenger Front Door Crew Cab 4 Door Electric Fits 12 DODGE 2500 PICKUP 577781 https://t.co/SmCktAm7c8 eBay https://t.co/fZI2o5KcZR,passenger front door crew cab 4 door electric fits 12 dodge 2500 pickup 577781   ebay  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
451,UAW wins key vote to represent Ohio electric car battery factory =&gt; https://t.co/O95y0Vi7tu,uaw wins key vote to represent ohio electric car battery factory   gt   ,0.15,0.6,positive,0.0,0.633,0.367,0.7003
454,Are you thinking of buying an electric car? Join the clean energy revolution and help save the planet!… https://t.co/elNiLsDMAw,are you thinking of buying an electric car  join the clean energy revolution and help save the planet    ,0.3666666666666667,0.7000000000000001,positive,0.0,0.502,0.498,0.8979
455,"RT @HNTweets: Electric car sales drive toward cleaner air, less mortality: https://t.co/DAyT2QJoFz Comments: https://t.co/l2N4BNcW9J", electric car sales drive toward cleaner air  less mortality    comments   ,-0.16666666666666666,0.06666666666666667,positive,0.0,0.841,0.159,0.1779
461,@techAU @elonmusk @Tesla My old 2010 Toyota Venza has auto-headlights and high beam control. So does my 2021 RAV4.… https://t.co/jXl5WyMHx3,      my old 2010 toyota venza has auto headlights and high beam control  so does my 2021 rav4    ,0.13,0.37,neutral,0.0,1.0,0.0,0.0
470,@WorldofOutlaws @NosEnergyDrink I hope it all works out. I respect all the driver's. I respect and appreciate every… https://t.co/utBn2RX3Vg,    i hope it all works out  i respect all the driver s  i respect and appreciate every   ,0.0,0.0,positive,0.0,0.433,0.567,0.8957
471,"Swedish car maker Polestar is launching an e-bike

https://t.co/LkfZUHCe4t",swedish car maker polestar is launching an e bike   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
473,"Earlier this week, our CCO Leighton King sat down with Matt Prior and James Disdale of the @autocar Insight podcast… https://t.co/C46TH4lrSq",earlier this week  our cco leighton king sat down with matt prior and james disdale of the   insight podcast   ,-0.051851851851851864,0.262962962962963,neutral,0.0,1.0,0.0,0.0
475,How many are frustrated desperately wanting to put in solar &amp; get electric car then faint at cost?  I am so mad all… https://t.co/d7XKXc2FS0,how many are frustrated desperately wanting to put in solar  amp  get electric car then faint at cost   i am so mad all   ,-0.38499999999999995,0.74,negative,0.347,0.653,0.0,-0.8783
478,@allymack_0608 @wiselad1863 @GaryLineker Do you think societal breakdown is more likely from unaffordable fuel or a… https://t.co/4negfCgh9r,  0608     do you think societal breakdown is more likely from unaffordable fuel or a   ,0.25,0.75,neutral,0.0,1.0,0.0,0.0
479,@GeoffScanlan @lexfridman @elonmusk Why does everyone think Musk is right wing all of a sudden? He literally gave u… https://t.co/71NZBhdjgW,      why does everyone think musk is right wing all of a sudden  he literally gave u   ,0.14285714285714285,0.5178571428571428,neutral,0.0,1.0,0.0,0.0
481,"@nashvilleatty @FoxNews Do you know how much CO2 IS released, mining, refining, transporting LITHIUM? The electric… https://t.co/ql9oEyipiq",    do you know how much co2 is released  mining  refining  transporting lithium  the electric   ,0.2,0.2,neutral,0.0,1.0,0.0,0.0
482,"Say what you want about electric cars, but don't tell me that the @chevrolet Equinox EV isn't stunning!! I *want and need* this car.",say what you want about electric cars  but don t tell me that the   equinox ev isn t stunning   i  want and need  this car ,0.5,1.0,positive,0.0,0.76,0.24,0.6124
484,"@MardyGoth @christopherhope another fair point, who'd buy a second hand electric car at the moment anyway.

if the… https://t.co/6gfbng7oI8",    another fair point  who d buy a second hand electric car at the moment anyway   if the   ,0.35,0.45,positive,0.0,0.703,0.297,0.6705
485,"@FoxNews Can you buy me and other Americans that can’t afford a $50,000 car a new electric car? No? Bug off",  can you buy me and other americans that can t afford a  50 000 car a new electric car  no  bug off,0.005681818181818177,0.4147727272727273,negative,0.109,0.891,0.0,-0.296
486,"🔘 What would someone stuck in the '80s make of Skoda today? 

""One of our favourite electric SUVs has been lit up –… https://t.co/Ou9WNet7e3",  what would someone stuck in the  80s make of skoda today     one of our favourite electric suvs has been lit up     ,0.0,0.0,negative,0.091,0.909,0.0,-0.25
487,@PeterSweden7 You’re pro oil and will be driving an electric car in a few years …and eat bugs 🤷‍♂️,  you re pro oil and will be driving an electric car in a few years  and eat bugs     ,-0.2,0.1,neutral,0.0,1.0,0.0,0.0
493,"Electric car sales drive toward cleaner air, less mortality https://t.co/Vxt0HwglcY (https://t.co/W8ueDTevYp)",electric car sales drive toward cleaner air  less mortality     ,-0.16666666666666666,0.06666666666666667,positive,0.0,0.825,0.175,0.1779
494,"Workers at a US electric vehicle battery plant vote to unionize, a milestone for the growing workforce as the car i… https://t.co/BcKENXpJNN",workers at a us electric vehicle battery plant vote to unionize  a milestone for the growing workforce as the car i   ,0.0,0.0,positive,0.0,0.909,0.091,0.1779
495,RT @justplainbob: Nice to see my former ALA co-worker @Hunter_Jon quoted in this story. https://t.co/zDMkD2yeZ4, nice to see my former ala co worker   jon quoted in this story   ,0.3,0.5,positive,0.0,0.811,0.189,0.4215
496,RT @seconsumer: Twin Cities electric vehicle car-share program finds success after false start https://t.co/SOEG7u07cZ via @energynews_US #…, twin cities electric vehicle car share program finds success after false start   via   us   ,-0.050000000000000044,0.3,positive,0.0,0.67,0.33,0.7096
497,@zasestore Put one of these in your electric car and reduce the driving distance.,  put one of these in your electric car and reduce the driving distance ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
499,Tesla will suspend output in stages at its Shanghai electric car factory from the end of the month with some disrup… https://t.co/hahNcg2k4v,tesla will suspend output in stages at its shanghai electric car factory from the end of the month with some disrup   ,0.0,0.0,negative,0.103,0.897,0.0,-0.3182
500,Twin Cities electric vehicle car-share program finds success | Energy News Network https://t.co/Id5pOccNGK,twin cities electric vehicle car share program finds success   energy news network  ,0.3,0.0,positive,0.0,0.529,0.471,0.7906
501,"@tesla_hodl @Ominsey @corey_aronson I meant in copy in the general sense. Fully electric model line up, OTA updates… https://t.co/Q6IJqCP96t",  hodl     aronson i meant in copy in the general sense  fully electric model line up  ota updates   ,0.05000000000000002,0.5,neutral,0.0,1.0,0.0,0.0
503,RED Electric Kids Ride On Car Single drive Children w/ 35W 6V 7AH Battery https://t.co/CKtLusSMld eBay https://t.co/9Tq6DjCSLM,red electric kids ride on car single drive children w  35w 6v 7ah battery   ebay  ,-0.03571428571428571,0.10714285714285714,neutral,0.0,1.0,0.0,0.0
505,"RUMOR: @Ford Bronco And Ranger To Go Electric Before 2030. Sources suggest it will debut in 2029, alongside a new I… https://t.co/hxpzVxh23U",rumor    bronco and ranger to go electric before 2030  sources suggest it will debut in 2029  alongside a new i   ,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
507,RT @apdclsocial: William Morrison obtained a patent in 1891 for his invention of improved storage batteries that led to the first practical…, william morrison obtained a patent in 1891 for his invention of improved storage batteries that led to the first practical ,0.25,0.3333333333333333,positive,0.0,0.853,0.147,0.4767
508,"@tonyvibo My sister has a Leaf Electric car and she loves it,  BUT I think it's a hassel trying to find charging st… https://t.co/qfVzalrsqs",  my sister has a leaf electric car and she loves it   but i think it s a hassel trying to find charging st   ,0.0,0.0,positive,0.0,0.885,0.115,0.3291
510,"#Tesla model Deux ?
Looks like fun. Smaller cars are more fun. Get over it.🚀😎🇺🇦😘🧀👍
https://t.co/fGohcMQ5lH", tesla model deux   looks like fun  smaller cars are more fun  get over it          ,0.275,0.35,positive,0.0,0.547,0.453,0.8442
511,Hertz Hires First CMO Since 2020 With Electric Vehicle Focus https://t.co/pBCLZt1Ety,hertz hires first cmo since 2020 with electric vehicle focus  ,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
512,This article is a great reminder of why we enjoy our partnership with @cityofsaintpaul @CityMinneapolis @hourcar… https://t.co/zA0xHw2409,this article is a great reminder of why we enjoy our partnership with         ,0.6000000000000001,0.625,positive,0.0,0.578,0.422,0.8074
516,@w_ellsnffc @BellMelly These are good for defrosting car windows https://t.co/yNebq2WuXu,  ellsnffc   these are good for defrosting car windows  ,0.7,0.6000000000000001,positive,0.0,0.707,0.293,0.4404
517,@JakeBerry In my London terraced street some lampposts are made available for charging electric cars. Also a number… https://t.co/IF97mxQWFY,  in my london terraced street some lampposts are made available for charging electric cars  also a number   ,0.4,0.4,positive,0.0,0.92,0.08,0.0772
519,"Both the new and used car markets have noticeably shrunk so far this year @CSOIreland @SIMI_IE 
https://t.co/ZgZV1KFkqP",both the new and used car markets have noticeably shrunk so far this year     ie   ,0.11818181818181818,0.7272727272727273,neutral,0.0,1.0,0.0,0.0
520,"""A pioneering electric-vehicle car-sharing service in the Twin Cities saw steady growth during the first half of 20… https://t.co/ouiks1EXVk", a pioneering electric vehicle car sharing service in the twin cities saw steady growth during the first half of 20   ,0.08333333333333333,0.3333333333333333,positive,0.0,0.759,0.241,0.6597
521,@TheSun Electric car owners will be getting nervous too,  electric car owners will be getting nervous too,0.0,0.0,negative,0.231,0.769,0.0,-0.2732
526,"RT @Kanthan2030: Electric car sales in China is staggering 100x the sales in India.

EV and energy transition should be a high priority for…", electric car sales in china is staggering 100x the sales in india   ev and energy transition should be a high priority for ,0.16,0.5399999999999999,positive,0.0,0.905,0.095,0.2732
527,"RT @Bentler: Insight: how General Motors is making the switch to electric
#Climate #EV #Innovation
https://t.co/AL1CZPtOlA", insight  how general motors is making the switch to electric  climate  ev  innovation  ,0.05000000000000002,0.5,positive,0.0,0.822,0.178,0.3818
528,"RT @BYDGlobal: Prestigious, Innovative, and Revolutionary. The BYD ATTO 3 has been voted as the VAB Electric Family Car of the Year 2023! W…", prestigious  innovative  and revolutionary  the byd atto 3 has been voted as the vab electric family car of the year 2023  w ,0.5,1.0,positive,0.0,0.868,0.132,0.4404
529,"After a bumpy start one of the nation's largest electric vehicle car share programs, has grown rapidly in the Twin… https://t.co/NlXEQBOqNS",after a bumpy start one of the nation s largest electric vehicle car share programs  has grown rapidly in the twin   ,0.0,0.0,positive,0.0,0.891,0.109,0.296
530,"@ZenWayof @Ramon_Capra @elonmusk @Jason @DavidSacks It’s an electric car, you know the car that those “woke” enviro… https://t.co/XMsdhcTezE",    capra       it s an electric car  you know the car that those  woke  enviro   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
531,@AutowriterDan he's telling us he owns stock in a certain electric car company right there https://t.co/zyFdHbmg17,  he s telling us he owns stock in a certain electric car company right there  ,0.25,0.5535714285714286,positive,0.0,0.851,0.149,0.2732
533,#McLaren Applied’s LAVOIE Series 1 Electric Scooter: E-scooter Takes The Luxury Sports Car Route https://t.co/p0f5DEJXfb via @mikeshouts, mclaren applied s lavoie series 1 electric scooter  e scooter takes the luxury sports car route   via  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
534,Renault Mégane E-Tech price: another big inflation for electric https://t.co/D72odWtJhK #Car #BIG #electric #ETech #Inflation,renault m gane e tech price  another big inflation for electric    car  big  electric  etech  inflation,0.0,0.1,neutral,0.0,1.0,0.0,0.0
537,10985 Wind Turbine and Electric Car is out of stock. #LEGO https://t.co/GOQKBi2J74 https://t.co/Cw8skSZ9Nq,10985 wind turbine and electric car is out of stock   lego    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
540,RT @MGmotor: We are delighted to announce the #MG4 EV has been crowned @DrivingEVs' Car of the Year AND Best Value Electric Car for 2023 -…, we are delighted to announce the  mg4 ev has been crowned    car of the year and best value electric car for 2023   ,0.85,0.5,positive,0.0,0.657,0.343,0.872
541,"RT @BBCbreakingNewt: If I celebrate someone buying a £100,000 electric car, I’m now left wing

And if I support mining and miners I’m now r…", if i celebrate someone buying a  100 000 electric car  i m now left wing  and if i support mining and miners i m now r ,0.0,0.0,positive,0.0,0.714,0.286,0.7506
543,"I'm not a huge electric car guy.  I don't hate electric cars and don't love them. Heck, I have 1966 muscle car and… https://t.co/NWb1LpfKD4",i m not a huge electric car guy   i don t hate electric cars and don t love them  heck  i have 1966 muscle car and   ,-0.16666666666666666,0.7999999999999999,negative,0.219,0.619,0.162,-0.1184
545,@Electric_Forest “The new and improved car camping pass. We used to offer this service included but figure out that… https://t.co/T0PcJWALuN,  forest  the new and improved car camping pass  we used to offer this service included but figure out that   ,0.13636363636363635,0.45454545454545453,positive,0.0,0.898,0.102,0.2617
546,"@James_BG I can refill my petrol tank in a couple of minutes and get around 500 miles out of it. 
How long would it… https://t.co/WGriUcsvvk",  bg i can refill my petrol tank in a couple of minutes and get around 500 miles out of it   how long would it   ,-0.05,0.4,neutral,0.0,1.0,0.0,0.0
548,@BudapestMission Every day the electric car man finds a new way to prove he ain’t shit,  every day the electric car man finds a new way to prove he ain t shit,-0.03181818181818183,0.6272727272727273,negative,0.217,0.783,0.0,-0.5574
554,@BurlbawJeanette @Jim_Jordan 3) Critical thinking says those who partner with the chemical rain makers for EV’s yea… https://t.co/WCdTVEIsdT,    jordan 3  critical thinking says those who partner with the chemical rain makers for ev s yea   ,0.0,0.8,negative,0.141,0.859,0.0,-0.3182
556,@JackPosobiec I’m not sure that’s an electric car.,  i m not sure that s an electric car ,-0.25,0.8888888888888888,negative,0.282,0.718,0.0,-0.2411
561,@jvejercito Sorry is tesla not telstra a very expensive electric car.,  sorry is tesla not telstra a very expensive electric car ,-0.575,0.955,negative,0.14,0.86,0.0,-0.0772
562,@dionysus8 @criticalurban @clmarohn Electric bikes are a far more efficient use of lithium though. Assuming you're… https://t.co/Jd116lIZxP,      electric bikes are a far more efficient use of lithium though  assuming you re   ,0.3,0.75,positive,0.0,0.795,0.205,0.4754
564,"@JJNOTTS @Kliesthenes @AndrewPerpetua Grandpa Putin doesn't even know what an electric car is, lol. Doubtful he eve… https://t.co/ympksRcZvp",      grandpa putin doesn t even know what an electric car is  lol  doubtful he eve   ,0.0,0.8,positive,0.14,0.698,0.163,0.1027
565,"RT @dharnanoor: ""appears to create the first formal union at a major U.S. electric car, truck or battery cell manufacturing plant not owned…",  appears to create the first formal union at a major u s  electric car  truck or battery cell manufacturing plant not owned ,0.15625,0.41666666666666663,positive,0.0,0.896,0.104,0.2732
566,"@elonmusk @WholeMarsBlog More Propaganda. This is a reflection of the policies of the current administration, Globa… https://t.co/mpQ6fk8pM7",    more propaganda  this is a reflection of the policies of the current administration  globa   ,0.13333333333333333,0.3333333333333333,negative,0.16,0.84,0.0,-0.3167
567,Electric Cooler and Warmer for Car and Home with Wheels - 48 Quart (45 Liter) Holds 60 Cans or 6 Two Liter Bottles… https://t.co/uMkr0Btbvd,electric cooler and warmer for car and home with wheels   48 quart  45 liter  holds 60 cans or 6 two liter bottles   ,0.0,0.0,positive,0.0,0.901,0.099,0.296
568,@JohnnySpacey2 @noteveryonecan Its not really about the trip hazard.  Its about the risk of electrocution if there… https://t.co/ry9tBJ1izq,    its not really about the trip hazard   its about the risk of electrocution if there   ,-0.1,0.2,negative,0.13,0.87,0.0,-0.2732
570,"Electric car sales drive toward cleaner air, less mortality
Link: https://t.co/sIQ2DJmKUA
Comments: https://t.co/RvQ4RWVO6i",electric car sales drive toward cleaner air  less mortality link    comments   ,-0.16666666666666666,0.06666666666666667,positive,0.0,0.855,0.145,0.1779
571,@WholeMarsBlog our government has no thought of replacing EVERY gas car  on the road  NOW with electric cars (they… https://t.co/dCmKDabk5e,  our government has no thought of replacing every gas car  on the road  now with electric cars  they   ,0.0,0.0,negative,0.115,0.885,0.0,-0.296
574,Apple's rumored electric car may not be fully self-driving after all https://t.co/svhB7zrEiO https://t.co/AJ94K2YNTz,apple s rumored electric car may not be fully self driving after all    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
575,"Car Of The Week! - RENAULT ZOE R135 52KWH ICONIC AUTO 5DR (I RAPID CHARGE) for only £19,435 👀

⭐ +£250 XMAS SHOPPIN… https://t.co/sMuaV0baqQ",car of the week    renault zoe r135 52kwh iconic auto 5dr  i rapid charge  for only  19 435        250 xmas shoppin   ,0.25,0.75,neutral,0.0,1.0,0.0,0.0
576,"Hanoi : Discover 2 Hours Cultural Lifestyles Hanoi Old Quarter By Electric Car 
https://t.co/wrVYrEU7Nb #Travel… https://t.co/5Vb9bb74Bt",hanoi   discover 2 hours cultural lifestyles hanoi old quarter by electric car     travel   ,0.1,0.15000000000000002,neutral,0.0,1.0,0.0,0.0
577,@JakeBerry I get your point but my house in Surrey is also a terrace. I have no way of charging (or affording) an e… https://t.co/b7OubpJ7zx,  i get your point but my house in surrey is also a terrace  i have no way of charging  or affording  an e   ,0.0,0.0,negative,0.135,0.865,0.0,-0.4215
578,"Electric car sales drive toward cleaner air, less mortality: https://t.co/DAyT2QJoFz Comments: https://t.co/l2N4BNcW9J",electric car sales drive toward cleaner air  less mortality    comments   ,-0.16666666666666666,0.06666666666666667,positive,0.0,0.841,0.159,0.1779
581,Apple working in electric car… have to sell a member of family to buy that car…🤔🤔🤔,apple working in electric car  have to sell a member of family to buy that car    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
583,@JohnTuccy1 @JoeRobinEnjoyer @elonmusk You failed to read the post correctly. PEOPLE ARE BUYING OTHER CARS! Every a… https://t.co/Giz644gYC0,      you failed to read the post correctly  people are buying other cars  every a   ,-0.3125,0.3375,negative,0.216,0.784,0.0,-0.5106
586,@POTUS Great! No open more pipelines and STOP putting more strain on the power grid with your all electric car poli… https://t.co/U3ce032YQG,  great  no open more pipelines and stop putting more strain on the power grid with your all electric car poli   ,0.45,0.5625,negative,0.234,0.609,0.156,-0.0146
588,"RT @BBC_TopGear: The new Mercedes-AMG S63 is now a 791bhp hybrid, becomes most powerful ever S-Class: 4.0-litre V8 marries electric motor f…", the new mercedes amg s63 is now a 791bhp hybrid  becomes most powerful ever s class  4 0 litre v8 marries electric motor f ,0.3121212121212121,0.6515151515151515,positive,0.0,0.853,0.147,0.4754
590,The Kia EV6 compact crossover marks Kia’s 3rd-generation of electric vehicles. 🔌⚡️ But what is the EV6 range in KM… https://t.co/eBxwsrUwtW,the kia ev6 compact crossover marks kia s 3rd generation of electric vehicles      but what is the ev6 range in km   ,0.0,0.0,negative,0.224,0.776,0.0,-0.6369
593,"@alexberesfordTV @SpanishDan1 Brand splitting fantastic job, now twilight #MeghanandHarryNetflix and traditional… https://t.co/uMZ2PSr42W",    brand splitting fantastic job  now twilight  meghanandharrynetflix and traditional   ,0.2,0.825,positive,0.0,0.69,0.31,0.5574
594,"Electric car sales drive toward cleaner air, less mortality https://t.co/W0EQXP28ov",electric car sales drive toward cleaner air  less mortality  ,-0.16666666666666666,0.06666666666666667,positive,0.0,0.825,0.175,0.1779
595,"Electric car sales drive toward cleaner air, less mortality https://t.co/tWAuVIcxoz 
2",electric car sales drive toward cleaner air  less mortality    2,-0.16666666666666666,0.06666666666666667,positive,0.0,0.825,0.175,0.1779
596,"Electric car sales drive toward cleaner air, less mortality https://t.co/Qf7X6Wc6BY 
2",electric car sales drive toward cleaner air  less mortality    2,-0.16666666666666666,0.06666666666666667,positive,0.0,0.825,0.175,0.1779
598,@Marqrk1 @cryptochad @Djhackl @wipster7 @ZacBryce888 @jamie_saris @big_D_silver @elonmusk Dude wth wrong with you.… https://t.co/Zc3ddaFul7,            saris   d silver   dude wth wrong with you    ,-0.5,0.9,negative,0.565,0.435,0.0,-0.7579
599,32A EV Charger Electric Car 25FT SAE J1772 EVSE UL Recognized Level 2 NEMA 14-50 https://t.co/MajLJG4Wg9 eBay https://t.co/f26YhmjpvZ,32a ev charger electric car 25ft sae j1772 evse ul recognized level 2 nema 14 50   ebay  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
600,Ride On Car With Remote Control Off-Road Jeep Style Music Truck 12V Electric Toy https://t.co/qQ9JUf1gju eBay https://t.co/STBKPjtx4r,ride on car with remote control off road jeep style music truck 12v electric toy   ebay  ,-0.1,0.2,neutral,0.0,1.0,0.0,0.0
601,"RT @SierraClubMN: Twin Cities' clean #ElectricVehicle car share is an environmental and success! 
@eviecarshare is surpassing its 50% lower…", twin cities  clean  electricvehicle car share is an environmental and success     is surpassing its 50  lower ,0.33333333333333337,0.35000000000000003,positive,0.096,0.526,0.377,0.7506
602,"Interested in purchasing a new or used electric car &amp; want to know more about tax credits, charging and taking it o… https://t.co/l4pc0WgWVj",interested in purchasing a new or used electric car  amp  want to know more about tax credits  charging and taking it o   ,0.29545454545454547,0.48484848484848486,positive,0.0,0.715,0.285,0.6969
603,"Whoops - electric car (not mine, I'm still petrol) out of charge, Newcastle by St. James' https://t.co/BGWZPnkplZ",whoops   electric car  not mine  i m still petrol  out of charge  newcastle by st  james   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
604,"Electric car sales drive toward cleaner air, less mortality https://t.co/biSK9NTq7T 
2",electric car sales drive toward cleaner air  less mortality    2,-0.16666666666666666,0.06666666666666667,positive,0.0,0.825,0.175,0.1779
605,"RT @TeslaAndDoge: Wires under the floor now. New 6 kWh battery in place. The extra battery weight has lowered center of gravity, making it…", wires under the floor now  new 6 kwh battery in place  the extra battery weight has lowered center of gravity  making it ,0.012121212121212116,0.21818181818181817,negative,0.07,0.93,0.0,-0.128
606,"New top story on Hacker News: Electric car sales drive toward cleaner air, less mortality https://t.co/kopzdO8taj",new top story on hacker news  electric car sales drive toward cleaner air  less mortality  ,0.15656565656565657,0.34040404040404043,positive,0.0,0.788,0.212,0.3612
607,"Electric car sales drive toward cleaner air, less mortality
L: https://t.co/xE5FnDSzrD
C: https://t.co/PhODuxHI2t",electric car sales drive toward cleaner air  less mortality l    c   ,-0.16666666666666666,0.06666666666666667,positive,0.0,0.825,0.175,0.1779
