,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
503,CarlinKit Wireless CarPlay For Tesla Model 3 Model X Y Model S Auto Connect Siri Voice Assistant Spotify Google Map… https://t.co/qa5jdf4u4B,carlinkit wireless carplay for tesla model 3 model x y model s auto connect siri voice assistant spotify google map   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
507,"After coming out in favor of Eliminating Tesla, the Californian Truckers have fallen to last in the Kansas polls",after coming out in favor of eliminating tesla  the californian truckers have fallen to last in the kansas polls,0.0,0.06666666666666667,positive,0.113,0.766,0.122,0.0516
509,@OjefChJLrbqC7cu 戦況やロシアの置かれている状況などはよく見えてるんだよなぁガーキン,                                   ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
511,@LONGSH0T21 @IM_SimonAmery @RyanSAdams tesla has provided real world utility to the world. it has a working product… https://t.co/4ZTpe6i2yF,    simonamery   tesla has provided real world utility to the world  it has a working product   ,0.2,0.30000000000000004,neutral,0.0,1.0,0.0,0.0
514,@elonmusk @TomFitton @realDonaldTrump @Twitter Tesla Phone,        tesla phone,0.0,0.0,neutral,0.0,1.0,0.0,0.0
516,"RT @DrDemirdasEn: Elektrikli araç akülerinin en önemli unsurlarından biri de Grafit.

🇹🇷Türkiye, grafit rezervleri bakımından dünyada birin…", elektrikli ara  ak lerinin en  nemli unsurlar ndan biri de grafit     t rkiye  grafit rezervleri bak m ndan d nyada birin ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
518,Freight Partnership Group News:  Tesla unveils 1st Semi trucks at PepsiCo delivery event https://t.co/vXKNMiYQ2a,freight partnership group news   tesla unveils 1st semi trucks at pepsico delivery event  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
521,"@AaAaAd27 @WLensinas @Absalom421 @GustavoBolsa Yo tengo 20K acciones de Tesla, la inflación aumenta su valor antes… https://t.co/JTfMiUWyPl",        yo tengo 20k acciones de tesla  la inflaci n aumenta su valor antes   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
522,"12 days of @FramdNFT Giveaways 👀

#NewProfilePic https://t.co/HanmwFvhg4",12 days of   giveaways     newprofilepic  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
523,RT @arawnsley: Another complication: it’s also unclear whether Musk is willing or able to let Twitter be vigilant against China-linked infl…, another complication  it s also unclear whether musk is willing or able to let twitter be vigilant against china linked infl ,0.375,0.6875,negative,0.092,0.829,0.078,-0.0772
524,@Jaeger000000002 @ThomasGaudett13 @RealDanODowd @elonmusk @Tesla I don't have an opinion here but why not release t… https://t.co/drC1cgS8GS,          i don t have an opinion here but why not release t   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
525,@publicdomain91 @Fern_Can_Code @johnholland @annecollier @eirliani @podesta_lesley @elonmusk @Tesla This article is old,    can code         lesley     this article is old,0.1,0.2,neutral,0.0,1.0,0.0,0.0
526,"今回のW杯決勝は個人的には🇦🇷アルゼンチンvsポルトガル🇵🇹が観たい‼️
メッシvsロナウド、どっちが史上最強の選手か⁉️の議論に終止符を打つべく歴史的な大会となってもらいたい✨",   w                 vs                 vs                                               ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
528,TNR Gold shares updates on Ganfeng's Mariana Lithium and partial NSR sale to Lithium Royalty Corp.… https://t.co/LyqVTQKDJj,tnr gold shares updates on ganfeng s mariana lithium and partial nsr sale to lithium royalty corp    ,-0.1,0.3,positive,0.0,0.872,0.128,0.296
529,@JoshuaPHilll Bro who drove a Tesla into the hood and expected it to be fine,  bro who drove a tesla into the hood and expected it to be fine,0.15833333333333333,0.45,positive,0.0,0.87,0.13,0.2023
531,RT @Surmermaid: @stevedabitcoin Holiday giveaway has started https://t.co/mfKQb32veZ,   holiday giveaway has started  ,0.0,0.0,positive,0.0,0.526,0.474,0.4019
534,"@WBlankert @suzanne_GL En magneten uit China! Denk dat binnen afzienbare tijd er een tekort komt, dag windmolens, d… https://t.co/yfi9QFm19H",    gl en magneten uit china  denk dat binnen afzienbare tijd er een tekort komt  dag windmolens  d   ,0.0,0.0,positive,0.0,0.867,0.133,0.3182
535,RT @somebadideas: Truck driver explains in fractal detail the Tesla semi is horribly designed for… truckers, truck driver explains in fractal detail the tesla semi is horribly designed for  truckers,-1.0,1.0,negative,0.207,0.793,0.0,-0.5267
536,@punk6529 Holiday giveaway has started https://t.co/GorC4eOUyo,  holiday giveaway has started  ,0.0,0.0,positive,0.0,0.526,0.474,0.4019
539,I would like to invite everyone to the Nikola Tesla Virtual Museum. https://t.co/fGwZfY1PB2,i would like to invite everyone to the nikola tesla virtual museum   ,0.0,0.0,positive,0.0,0.687,0.313,0.4767
541,"RT @WTalkmore: Good deal. Clean 2005 RX330, with Tesla screen. Everything intact. Price: 3.5M las
Location: Ogba
WhatsApp:-08032282637 http…", good deal  clean 2005 rx330  with tesla screen  everything intact  price  3 5m las location  ogba whatsapp  08032282637 http ,0.5333333333333333,0.6500000000000001,positive,0.0,0.67,0.33,0.7506
542,"Apple ‘M2 Max’ Chip Shows Up in Benchmarks Again: This time, the results represent a reassuring 15.5% gain in singl… https://t.co/VpGnkPAc3C",apple  m2 max  chip shows up in benchmarks again  this time  the results represent a reassuring 15 5  gain in singl   ,0.0,0.0,positive,0.0,0.736,0.264,0.7269
543,@tesla_fwia おけ~まぁ明日しんどかったらいってくれたらいいしいつでもいけるしな,  fwia                                  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
544,"Twitter to Start Telling Users If They’ve Been ‘Shadowbanned,’ Says Elon Musk: Shadowbanning is a way for social ne… https://t.co/qXbJeIToxa",twitter to start telling users if they ve been  shadowbanned   says elon musk  shadowbanning is a way for social ne   ,0.03333333333333333,0.06666666666666667,neutral,0.0,1.0,0.0,0.0
545,RT @WholeMarsBlog: She loves her new Tesla 👍 https://t.co/8anuZBcF1b, she loves her new tesla    ,0.13636363636363635,0.45454545454545453,positive,0.0,0.519,0.481,0.5719
547,"Fascinating thread by an actual trucker about all the flaws that make the Tesla semi useless. tl;dr ""this vehicle i… https://t.co/AXaZRuHpta",fascinating thread by an actual trucker about all the flaws that make the tesla semi useless  tl dr  this vehicle i   ,0.06666666666666665,0.38333333333333336,positive,0.115,0.741,0.144,0.1779
549,"@tesla_avs @teslabaka 良いですね日本のLサイズぐらいありますね。
ワンサイズ小さい方が良さそう。",  avs           l                            ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
551,"RT @Geekly_Off: Tesla prépare le retour d’une fonctionnalité indispensable avec sa mise à jour de Noël
Source: Frandroid #123INFO #GEEK
htt…", tesla pr pare le retour d une fonctionnalit  indispensable avec sa mise   jour de no l source  frandroid  123info  geek htt ,0.4,0.9,negative,0.19,0.81,0.0,-0.4588
552,"@papa4c_tesla すごい！
スポーツだめな私には縁遠いところですね😂
ちょっと服とかありそうだったので入ってみようかと思いましたが場違いになるところでした😂😂",  tesla                                                                       ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
553,"@BallBlastEm Tesla accelerates faster and is a sexier car tbh. Tesla acceleration is like so few others, it’ll give you a high",  tesla accelerates faster and is a sexier car tbh  tesla acceleration is like so few others  it ll give you a high,-0.020000000000000004,0.31999999999999995,positive,0.0,0.884,0.116,0.3612
554,Tesla Cybertruck: inizio produzione sempre più vicino - https://t.co/BqiaBej42l,tesla cybertruck  inizio produzione sempre pi  vicino    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
556,"RT @Teslaconomics: Don’t bet against Elon &amp; Tesla. 

Sure you can make some $ every now &amp; then on the downside, but in the long run, persev…", don t bet against elon  amp  tesla    sure you can make some   every now  amp  then on the downside  but in the long run  persev ,0.225,0.6444444444444444,positive,0.06,0.875,0.066,0.0387
557,"@teslaownersSV @Tesla @elonmusk Dear Santa, How good do I have to be to find a Tesla under my tree.  Red or blue I… https://t.co/XQc9qYLeI2",      dear santa  how good do i have to be to find a tesla under my tree   red or blue i   ,0.2333333333333333,0.23333333333333336,positive,0.0,0.732,0.268,0.6705
560,"@Gfilche @elonmusk I agree, always leave room for up/1 down side. What about the increasing rate environment? Do yo… https://t.co/DoTW96TelL",    i agree  always leave room for up 1 down side  what about the increasing rate environment  do yo   ,-0.15555555555555559,0.2888888888888889,positive,0.068,0.791,0.141,0.3182
561,"Tesla prépare le retour d’une fonctionnalité indispensable avec sa mise à jour de Noël
Source: Frandroid #123INFO… https://t.co/nSH7xFgChq",tesla pr pare le retour d une fonctionnalit  indispensable avec sa mise   jour de no l source  frandroid  123info   ,0.4,0.9,negative,0.121,0.879,0.0,-0.296
562,"@lavern_spicer @elonmusk @SenatorSinema You willing work for him?
Tesla is hiring.
Wwjd?
Not do u",  spicer     you willing work for him  tesla is hiring  wwjd  not do u,0.25,0.75,neutral,0.0,1.0,0.0,0.0
563,@albadawee Tesla doesn't  do any marketing because elon does enough with his personal brand.,  tesla doesn t  do any marketing because elon does enough with his personal brand ,0.0,0.4,neutral,0.0,1.0,0.0,0.0
565,RT @LittleBirbMame: 8 ปีที่ผ่านมาแทนที่จะเลือกดึงบริษัท Tech อันดับต้นๆ อย่าง Tesla เข้ามาลงทุนในไทย ก็ไปเลือกลดภาษีรถยนตร์ EV จากจีน (Tesl…, 8                                   tech                  tesla                                         ev         tesl ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
566,@msclown19 @Tesla_Muz اكبر منو بسنتين,    muz                ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
567,@elonmusk recently in South Africa 🇿🇦 went near the school you studied - considering potential you have in the coun… https://t.co/jrFjEq56Y2,  recently in south africa    went near the school you studied   considering potential you have in the coun   ,0.03333333333333333,0.5499999999999999,neutral,0.0,1.0,0.0,0.0
569,"먹지마, 바보들아.",          ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
571,"RT @LidijaPiroski: Trodnevna poseta Si Đinpinga Saudijskoj Arabiji je veoma, veoma važna i zanimljiva vest. 

Kineski @BYDGlobal je ove god…", trodnevna poseta si  inpinga saudijskoj arabiji je veoma  veoma va na i zanimljiva vest    kineski   je ove god ,0.0,0.0,positive,0.0,0.884,0.116,0.2732
572,"Новости автомира: Tesla вернет в автомобили радар
https://t.co/n25zNvDF4H https://t.co/8OAs21qXgS",                  tesla                              ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
574,"TNR Gold Royalty Holding: ""Ganfeng #Lithium's Mariana Project, Which Began Construction Last June, Will Start Produ… https://t.co/Zx7jrfVYMn",tnr gold royalty holding   ganfeng  lithium s mariana project  which began construction last june  will start produ   ,0.0,0.06666666666666667,neutral,0.0,1.0,0.0,0.0
575,"RT @eha_medya: Otomobil üreticisi Tesla, Almanya Grünheide'deki fabrikasını genişletebilecek. 

▪️Belediye meclisi, yeni imar planının hazı…", otomobil  reticisi tesla  almanya gr nheide deki fabrikas n  geni letebilecek      belediye meclisi  yeni imar plan n n haz  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
576,@teslabaka 今回はポルトガルがすごいですよぉ〜🔥,                    ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
577,"RT @ClaasGefroi: ""Wegen schlechter Arbeitsbedingungen, miserablem Betriebsklima und ungleicher Bezahlung verlassen viele qualifizierte Ange…",  wegen schlechter arbeitsbedingungen  miserablem betriebsklima und ungleicher bezahlung verlassen viele qualifizierte ange ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
578,@elonmusk Hi @elonmusk can we have a discussion regarding importing @Tesla cars into Nigeria and Africa. Both new a… https://t.co/IdSGPTcp1x,  hi   can we have a discussion regarding importing   cars into nigeria and africa  both new a   ,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
579,"RT @Nobunaga0804: WTAF ?!
@elonmusk
Elon Musk Brings Tesla’s China Chief Tom Zhu to Texas to Run Gigafactory - and will likely announce Zhu…", wtaf      elon musk brings tesla s china chief tom zhu to texas to run gigafactory   and will likely announce zhu ,0.0,1.0,neutral,0.0,1.0,0.0,0.0
580,whitelist Pay attention @tesla_marc @Cryptokai17 @elllenwww @bayshe @OppositeOfEth @PaddyHorne @can_asak… https://t.co/83DnxjD48S,whitelist pay attention   marc             asak   ,0.0,0.0,negative,0.259,0.741,0.0,-0.1027
581,@jason_tsla @elonmusk @Tesla 12 volt battery issue?,  tsla     12 volt battery issue ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
582,RT @newswayng: Pi Network: Price Check reveal that 432π can buy 21 Tesla Model S Car but can only buy one Mercedes Benz (G900)  https://t.c…, pi network  price check reveal that 432  can buy 21 tesla model s car but can only buy one mercedes benz  g900    ,0.0,1.0,neutral,0.0,1.0,0.0,0.0
583,RT @Sertyo6: @kriptoemre @askinbozkurt89 #FACT https://t.co/MmcML3sVFR,      fact  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
584,"@elonmusk @ZacksJerryRig Dude the stuff you’re doing is great, but you have a lot to learn. The election was stolen… https://t.co/071WzsDs9v",    dude the stuff you re doing is great  but you have a lot to learn  the election was stolen   ,0.8,0.75,negative,0.188,0.7,0.112,-0.4118
585,"@Kaz_Yamauchi Add my car, Tesla Model 3 Performance",  yamauchi add my car  tesla model 3 performance,0.0,0.0,neutral,0.0,1.0,0.0,0.0
586,@elonmusk @TomFitton @realDonaldTrump @Twitter Can’t wait for the Tesla files.,        can t wait for the tesla files ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
587,@BradMunchen @ValueExpected do you want tesla to fail because you're on the pedophile left side of politics? it sou… https://t.co/riNAeQn8tG,    do you want tesla to fail because you re on the pedophile left side of politics  it sou   ,-0.25,0.14999999999999997,negative,0.168,0.769,0.062,-0.4939
590,"洒落た音楽にインタビューも上手いからやっぱセンスあるのよチリアウト氏🤙
次回も楽しみにしてます‼️ https://t.co/JGBiAAOVn1",                                                   ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
591,"@EzerRatchaga If you understand this, you won't be surprised that pretty much all noticeable Tesla bulls on Twitter… https://t.co/8tCwmHgyzO",  if you understand this  you won t be surprised that pretty much all noticeable tesla bulls on twitter   ,0.18333333333333335,0.7000000000000001,positive,0.0,0.614,0.386,0.8316
592,@BriHasselmann @katdro Deutscherland-Frauen haben mit den Rechten auch Pflichten erworben: die gleiche oder mehr(!)… https://t.co/PkcPCvI7Jp,    deutscherland frauen haben mit den rechten auch pflichten erworben  die gleiche oder mehr      ,0.0,0.0,negative,0.245,0.755,0.0,-0.5994
594,"テスラから納車当日の案内メールきた！
チェックリスト印刷したし保険も申し込んだし準備万端！
リストお借りします！
@Model3Life 

あと3日あるけどw
#tesla https://t.co/Pd0v61Q9Aw",                                                               3     w  tesla  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
596,RT @Tesla: https://t.co/sS3CExP48Q,  ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
597,"@muskQu0tes @elonmusk Go get him, space guy. Get your Tesla in gear and go.",    go get him  space guy  get your tesla in gear and go ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
599,@AGItechgonewild @Tesla @Gfilche @jamesdouma @elonmusk Which guy?,          which guy ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
602,@nullkommazero @elonmusk @Tesla @teslaownersTOCH @TeslaFansCH ja das hat definitiv noch potential 😋,          ja das hat definitiv noch potential  ,0.0,1.0,neutral,0.0,1.0,0.0,0.0
603,"🕸 #Tesla CEO'su Elon Musk: ""Ekonomi, muhtemelen 2024'ün ikinci çeyreğinde daha iyi olmaya başlayacak.""

🕸 Tesla CEO… https://t.co/RcMb2D9W0S",   tesla ceo su elon musk   ekonomi  muhtemelen 2024  n ikinci  eyre inde daha iyi olmaya ba layacak      tesla ceo   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
604,"RT @MitchellAbbys: @thelimitlessape @Pablo_cro #VOLT #VOLTICHANGE #VDSC #VOLTARMY #VOLTOSHI #Hollywood #Netflix #Yahoofilms 
#TESLA #Micros…",     cro  volt  voltichange  vdsc  voltarmy  voltoshi  hollywood  netflix  yahoofilms   tesla  micros ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
606,"RT @Ilovearmas_: Fuzil de assalto CZ 805 A2 - essa arma teria sido personalizada e dada de presente ao Elon Musk (dono do Twitter, da Tesla…", fuzil de assalto cz 805 a2   essa arma teria sido personalizada e dada de presente ao elon musk  dono do twitter  da tesla ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
611,"RT @FoxBusiness: Tesla begins selling cars in Thailand, a growing electric vehicle hotspot
https://t.co/lTxPoYM20j", tesla begins selling cars in thailand  a growing electric vehicle hotspot  ,0.0,0.0,positive,0.0,0.841,0.159,0.1779
613,"Now the question is not ""If"", but only ""When?"" all cars will be electric. After the #Tesla earthquake for the ICE a… https://t.co/j08FGxvFHx",now the question is not  if   but only  when   all cars will be electric  after the  tesla earthquake for the ice a   ,0.0,1.0,neutral,0.0,1.0,0.0,0.0
614,"RT @duty2warn: According to Bloomberg, Elon Musk's bankers are asking him to pledge more of his Tesla stock to back his Twitter loans. Musk…", according to bloomberg  elon musk s bankers are asking him to pledge more of his tesla stock to back his twitter loans  musk ,0.25,0.25,neutral,0.0,1.0,0.0,0.0
615,"RT @F_Desouche: La responsabilité pénale de Dahbia. B, meurtrière présumée de la petite Lola, est établie. Tout trouble psychique est écart…", la responsabilit  p nale de dahbia  b  meurtri re pr sum e de la petite lola  est  tablie  tout trouble psychique est  cart ,-0.2,0.2,negative,0.189,0.811,0.0,-0.4939
616,"Ouverture du Supercharger Tesla d'Albertville, et directement à tous.
16x 250kW CCS

Comme d'habitude, retrouvez le… https://t.co/dU1j1DnXzk",ouverture du supercharger tesla d albertville  et directement   tous  16x 250kw ccs  comme d habitude  retrouvez le   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
617,"@DeGhadFada Neither. Both are/were part time CEO's, distracted by Tesla, Square, etc.",  neither  both are were part time ceo s  distracted by tesla  square  etc ,0.0,0.0,negative,0.179,0.821,0.0,-0.34
618,@rovercrc Nice than last one https://t.co/Kgz8WhoKp7,  nice than last one  ,0.3,0.5333333333333333,positive,0.0,0.517,0.483,0.4215
621,@frankdegods @alancarroII #EVENT https://t.co/Sz06SC1VqF,     event  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
623,@airrack Tesla model X,  tesla model x,0.0,0.0,neutral,0.0,1.0,0.0,0.0
624,@Fern_Can_Code @johnholland @annecollier @eirliani @podesta_lesley @elonmusk @Tesla https://t.co/GNpv16SjE2,  can code         lesley      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
625,@OjefChJLrbqC7cu 出たビックリ箱,         ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
626,@crypto_bearr @CryptoWorIdCup #FACT https://t.co/J1ELKL8Zog,  bearr    fact  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
627,"RT @Marie_H_V: Tesla a suspendu sa gigafactory en Allemagne aussi. Devinez pourquoi ? 
3 petites lettres qui sonnent le glas des voitures e…", tesla a suspendu sa gigafactory en allemagne aussi  devinez pourquoi    3 petites lettres qui sonnent le glas des voitures e ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
628,"RT @mobiFlip: Tesla Model Y aus Deutschland im Test: Was ist gut, was ist schlecht? https://t.co/SNcblW2WMz", tesla model y aus deutschland im test  was ist gut  was ist schlecht   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
629,@Tesla Small turbine on faucet just ways to get a home to facts turbines on doors such needed make you house useful… https://t.co/jhM8bq30qy,  small turbine on faucet just ways to get a home to facts turbines on doors such needed make you house useful   ,0.016666666666666663,0.3,positive,0.0,0.868,0.132,0.4404
630,"RT @SMuzlov: GM from Dubai🇦🇪

Tesla model S Plaid🔥
0-100km/h for 2 sec⚡️😎 https://t.co/kPFr8pB4EG", gm from dubai    tesla model s plaid  0 100km h for 2 sec     ,-0.1,0.6,neutral,0.0,1.0,0.0,0.0
631,"@ppbrb @captainfutura In echt so

[...] Tesla wirbt mit einem CO₂-Ausstoß von 0 g/km. [...]
https://t.co/Jn35SJQwuH",    in echt so        tesla wirbt mit einem co  aussto  von 0 g km         ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
632,@crypto_bearr @freecashcom A man of many talents https://t.co/cQcQfA5hwN,  bearr   a man of many talents  ,0.5,0.5,positive,0.0,0.571,0.429,0.4588
633,RT @madan3: Dear @elonmusk please launch Tesla cars in India ASAP! 😍 https://t.co/ohFieRzdGW, dear   please launch tesla cars in india asap     ,0.0,0.0,positive,0.0,0.55,0.45,0.5994
634,"RT @BillyM2k: people don’t generally jump into doing big bad things right away 

they do little bad things and justify it, find they can ge…", people don t generally jump into doing big bad things right away   they do little bad things and justify it  find they can ge ,-0.20863095238095233,0.4948412698412698,negative,0.25,0.75,0.0,-0.7906
635,"We were all stoned as shit feeding parts to those fancy elon robots, man. Youre gonna pay me $800 an hour to put a… https://t.co/vtv789Bwfo",we were all stoned as shit feeding parts to those fancy elon robots  man  youre gonna pay me  800 an hour to put a   ,-0.2,0.8,negative,0.192,0.808,0.0,-0.6124
636,RT @hannah___moreno: loveee my new @Tesla!! https://t.co/SAWTz153gn, loveee my new      ,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
637,@TeslaAndDoge This is amazing! Look at https://t.co/gWfuQFZVgm,  this is amazing  look at  ,0.6000000000000001,0.9,positive,0.0,0.513,0.487,0.5859
638,@Tesla Excellent.,  excellent ,1.0,1.0,positive,0.0,0.0,1.0,0.5719
639,T2C CarlinKit Mini Carplay Wireless Box WiFi Bluetooth Adapter For Tesla Model 3/ X/Y/S Apple CarPlay Dongle OTA On… https://t.co/LXK80Oyv23,t2c carlinkit mini carplay wireless box wifi bluetooth adapter for tesla model 3  x y s apple carplay dongle ota on   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
640,"""O kadar cahilsiniz ki dininiz var diye ahlaka ihtiyacınız kalmadığını sanıyorsunuz.""
.
.
.
Nikola Tesla", o kadar cahilsiniz ki dininiz var diye ahlaka ihtiyac n z kalmad   n  san yorsunuz         nikola tesla,0.0,0.0,neutral,0.0,1.0,0.0,0.0
642,RT @SawyerMerritt: NEWS: Tesla continues to dominate the premium SUV market in China. Model Y sales in November were 4x as many as the seco…, news  tesla continues to dominate the premium suv market in china  model y sales in november were 4x as many as the seco ,0.5,0.5,negative,0.067,0.933,0.0,-0.128
643,"Tesla Sales of Chinese-Made Cars Hit Record, as Nation's Auto Market Shrinks.China’s overall November car sales slu… https://t.co/TRNDcSsGWX",tesla sales of chinese made cars hit record  as nation s auto market shrinks china s overall november car sales slu   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
644,⭐️ ¿Qué predijo Nikola Tesla que se ha hecho realidad? https://t.co/HpmCjfvUi9,    qu  predijo nikola tesla que se ha hecho realidad   ,0.0,0.0,positive,0.0,0.769,0.231,0.34
645,@Tesla 看着这么像方舱,         ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
646,"@scrammrclipster @KimDotcom @jack Yes, but he has tesla server's to create infrastructure upgrades.

To maintain th… https://t.co/q6iIhjjexO",      yes  but he has tesla server s to create infrastructure upgrades   to maintain th   ,0.0,0.0,positive,0.0,0.71,0.29,0.5423
647,"@BayesReality Alors vu qu’il n’a ni crée les boosters réutilisables ni tesla, oui c’est un escroc.",  alors vu qu il n a ni cr e les boosters r utilisables ni tesla  oui c est un escroc ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
648,@Darren33696019 @tribeodyssey @Tesla @Bitcoin Hahah,        hahah,0.0,0.0,neutral,0.0,1.0,0.0,0.0
650,"@BlackManBoating @elonmusk @TomFitton @realDonaldTrump @Twitter And investigations into FSD, whether it hurts Tesla… https://t.co/ZSTBPKQnkX",          and investigations into fsd  whether it hurts tesla   ,0.0,0.0,negative,0.307,0.693,0.0,-0.4767
651,@FalkenSchwer @Tesla https://t.co/qmHwpAEzkc,     ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
653,@Tesla Come do this in South Africa please,  come do this in south africa please,0.0,0.0,positive,0.0,0.723,0.277,0.3182
654,RT @Champagneriqo1: Them Tesla are so poorly built &amp; they be taxing. 😂, them tesla are so poorly built  amp  they be taxing   ,-0.4,0.6,neutral,0.0,1.0,0.0,0.0
655,"@toodieangelxx That owner owes you a new Tesla, press them mfs",  that owner owes you a new tesla  press them mfs,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
656,https://t.co/6oMHCl24l0, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
657,NO WAY!? Purchasing a brand new Tesla on FACEBOOK MARKETPLACE!? LIMITED TIME ONLY!!,no way   purchasing a brand new tesla on facebook marketplace   limited time only  ,0.021645021645021644,0.5324675324675324,negative,0.291,0.709,0.0,-0.4767
660,@Andoni_Tesla @elespanolcom En el futuro quizás nos teletransportaremos. Supongo que conocerás todos los informes q… https://t.co/JSmVczuYi3,  tesla   en el futuro quiz s nos teletransportaremos  supongo que conocer s todos los informes q   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
662,Lmaaaooo why was my Uber a Tesla and i didn’t know how to open it 😂😂😂😂😂,lmaaaooo why was my uber a tesla and i didn t know how to open it      ,0.0,0.5,neutral,0.0,1.0,0.0,0.0
663,RT @HodovanM: @MrTradeer #FACT https://t.co/5OxtK22fS9,    fact  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
665,Enfin le retour des petites cartes de consommation ! https://t.co/yPWzPXDDPb,enfin le retour des petites cartes de consommation    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
667,"@nancylevine @elonmusk @eltonofficial @Tesla Elon Musk is free to bring much more brutal, brute force into the world.
..creepy..",        elon musk is free to bring much more brutal  brute force into the world    creepy  ,-0.11875,0.825,negative,0.212,0.628,0.159,-0.2716
668,"RT @F_Desouche: Paris : des supporters argentins fêtent la victoire de leur équipe. Aucune casse, aucun policier agressé, aucun slogan hain…", paris   des supporters argentins f tent la victoire de leur  quipe  aucune casse  aucun policier agress   aucun slogan hain ,0.0,0.0,positive,0.0,0.854,0.146,0.4404
671,RT @GerberKawasaki: As you can clearly see now. Twitter was horribly run by mostly incompetent people for the responsibility and power they…, as you can clearly see now  twitter was horribly run by mostly incompetent people for the responsibility and power they ,-0.4166666666666667,0.5833333333333334,negative,0.248,0.649,0.103,-0.5859
672,@jbarrett513 @RadioFreeTom If he had only ever done what business textbooks consider a good idea there would be no… https://t.co/4Uq9jyDBHE,    if he had only ever done what business textbooks consider a good idea there would be no   ,0.35,0.8,positive,0.115,0.733,0.152,0.1779
673,"@IAmAlanWalker Hi, it's really honorable to me that you replied, I know how to create infinite energy (it'snot the… https://t.co/pTvLrwo57G",  hi  it s really honorable to me that you replied  i know how to create infinite energy  it snot the   ,0.2,0.2,positive,0.0,0.652,0.348,0.7902
674,"@TOrynski @elonmusk This is a great thread.

If only somebody at Tesla had asked the guys who know what they're talking about.",    this is a great thread   if only somebody at tesla had asked the guys who know what they re talking about ,0.4,0.875,positive,0.0,0.823,0.177,0.6249
675,"Tesla prépare le retour d’une fonctionnalité indispensable avec sa mise à jour de Noël
https://t.co/k8LYE6AqE7",tesla pr pare le retour d une fonctionnalit  indispensable avec sa mise   jour de no l  ,0.4,0.9,negative,0.145,0.855,0.0,-0.296
676,"@Ferryman1447 @OwenintheFirst @duty2warn He isn't a genius, he steals other people's ideas and bullies them, like be did at tesla.",      he isn t a genius  he steals other people s ideas and bullies them  like be did at tesla ,-0.125,0.375,negative,0.167,0.707,0.126,-0.2023
677,"@topikanerva @KurronenS Tänne tulossa Tesla Y Performance. Ollut sähköjä sijaisautoina. Olen käsittänyt, että täyty… https://t.co/me77M2SOzd",    t nne tulossa tesla y performance  ollut s hk j  sijaisautoina  olen k sitt nyt  ett  t yty   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
